학원명,도로명주소,Latitude,Longitude,정원합계,일시수용능력인원합계
그림마당미술교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,63,7
중원피아노교습소,서울특별시 노원구 동일로 1279,37.642026,127.0641086,20,5
더클라비어음악교습소,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,15,5
이화향기음악교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,21,4
아티즘음악교습소,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,28,4
푸른꿈미술교습소,서울특별시 노원구 덕릉로118길 29,37.667829,127.0816184,45,9
새봄음악교습소,서울특별시 노원구 동일로 1473,37.6597796,127.0575276,20,5
햇님피아노교습소,서울특별시 노원구 화랑로 556,37.6210784,127.0885654,35,5
채움영어교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,2,2
혜윰미술교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,15,6
상상누리온미술교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,20,8
(주)워너비리더스어학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,48,150
고구마수학학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,30,70
한솔주니어랩영어교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,15,7
리얼모션미술학원,서울특별시 노원구 동일로 1354,37.6495588,127.062273,330,93
강함수학교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,8,2
한얼국어학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,300,73
웅진씽크빅스마트올클래스월계학원,서울특별시 노원구 초안산로5길 12,37.6325534,127.0516543,112,84
가우스수학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,9,3
오케이에듀학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,24,91
에듀플렉스에듀코치개별지도상계학원,서울특별시 노원구 수락산로 212,37.6708271,127.0553544,550,105
예원음악교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2,5
포레음악교습소,서울특별시 노원구 마들로 111,37.6245902,127.0654159,55,5
칸탄도피아노교습소,서울특별시 노원구 중계로 197,37.6497527,127.0784681,35,5
유리Lab영상영어교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,18,6
중계DYB최선어학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,105,634
오름국어교습소,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,24,3
EPIC영어전문학원,서울특별시 노원구 수락산로 232,37.6710933,127.0528888,24,86
눈높이러닝센터상계학원,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,780,92
에이엘에스(ALS)학원,서울특별시 노원구 노원로30길 45,37.6552934,127.0697356,80,80
루바토피아노음악교습소,서울특별시 노원구 중계로 140,37.6470263,127.0812771,32,4
탑플러스영어수학전문학원,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,310,86
파이(PAI)수학학원,서울특별시 노원구 덕릉로 619,37.6530677,127.0735446,105,83
윤선생우리집앞영어교실보람영어교습소,서울특별시 노원구 한글비석로49길 1,37.6641243,127.0667277,32,8
공릉코드원독서실,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,145,115
이혁재영어교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,10,6
제이탑영어메릭스(MERIX)해법수학학원,서울특별시 노원구 수락산로 234,37.6715296,127.0530298,46,74
라별음악교습소,서울특별시 노원구 화랑로47길 38,37.6166121,127.0667598,72,9
티와이피수학(TYP MATH)전문학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,80,71
그로잉영어교습소,서울특별시 노원구 월계로45가길 89,37.6317699,127.0501857,21,7
위더스학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,48,82
아발론랭콘중계어학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,140,316
미술로크는아이미술교습소,서울특별시 노원구 동일로237길 64,37.6734602,127.0516919,25,9
중계지앤비(GnB)학원,서울특별시 노원구 동일로207길 23,37.642026,127.0641086,102,92
더(The)스카이(SKY)영어수학전문학원,서울특별시 노원구 한글비석로 444,37.6636731,127.0685418,48,72
스카이(SKY)학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,385,74
아이원음악교습소,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,39,3
트라이어드음악학원,서울특별시 노원구 동일로 1639-6,37.6748028,127.0547274,90,61
물음표미술교습소,서울특별시 노원구 덕릉로 591,37.6510441,127.0718403,36,9
더샵(PIANOINSTITUTE)음악교습소,서울특별시 노원구 동일로227길 26,37.666989,127.054523,25,5
에이플러스영어학원,서울특별시 노원구 중계로 201,37.6504487,127.0777705,48,86
가송인테리어목공기술학원,서울특별시 노원구 공릉로58나길 9,37.6359735,127.0734083,100,150
ArtCenter나무미술교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,81,9
해드니미술교습소,서울특별시 노원구 동일로 1456,37.6588173,127.0604508,25,5
키즈잉글리쉬어학원,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,40,178
생각찬국어교습소,서울특별시 노원구 동일로 1456,37.6588173,127.0604508,6,4
다올음악교습소,서울특별시 노원구 덕릉로 780,37.6669564,127.0796885,20,5
조창용수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,12,3
공부의기술수학과학전문학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,20,119
스터디폴수학교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,24,4
공릉주니어랩영어교습소,서울특별시 노원구 화랑로51길 17,37.6236127,127.0885326,30,6
천사회교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,4
김만억수학학원,서울특별시 노원구 동일로 1547,37.666557,127.0569221,112,105
수음악학원,서울특별시 노원구 중계로14길 34,37.6498584,127.082413,170,112
하늘교육화랑학원,서울특별시 노원구 노원로 43,37.6254113,127.085785,80,89
학림학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2000,321
영어의바다보습학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,20,71
보다미술학원,서울특별시 노원구 동일로 1345,37.6486893,127.0618793,510,53
필즈아카데미학원,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,536,94
HIMS명성학원,서울특별시 노원구 광운로 59,37.6227495,127.0596279,20,69
시매쓰중계학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,158,80
최고수학교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,24,8
아썸논술영어교습소,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,8,2
월계셈스터디학원,서울특별시 노원구 월계로45길 28,37.6269404,127.0512537,110,145
밀라노음악학원,서울특별시 노원구 중계로14길 28,37.6496828,127.0822503,11,60
올림포스학원,서울특별시 노원구 노원로34길 80,37.6626141,127.0660955,400,84
황장석수학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,6,3
플러튼영어학원,서울특별시 노원구 중계로12가길 2,37.6473163,127.0821096,40,84
중계에이닷영어학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,560,99
이우준고등영어교습소,서울특별시 노원구 한글비석로8길 16,37.6472756,127.0779151,3,3
김대수수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,7,5
쥴리어드음악교습소,서울특별시 노원구 덕릉로82길 25,37.6584511,127.0766999,27,5
싸인매쓰수학학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,360,101
창의나무미술교습소,서울특별시 노원구 초안산로 19,37.6295685,127.0541403,24,9
김미정국어교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,4,2
랄라음악학원,서울특별시 노원구 중계로16가길 29,37.6504461,127.0826393,260,67
박앤김영어수학학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,244,90
Grace Music음악학원,서울특별시 노원구 석계로9길 17,37.6171761,127.063258,381,63
손가락기타교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,12,6
윤선생아이지에스이(IGSE)상계학원,서울특별시 노원구 동일로 1549,37.6667157,127.0568809,100,94
김경미논술국어교습소,서울특별시 노원구 석계로9길 29,37.6168241,127.0628055,12,6
윤복경음악교습소,서울특별시 노원구 중계로16길 10,37.6509894,127.0813834,30,9
하계청솔해법수학교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,28,7
유클리드영어수학학원,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,135,88
야마하음악학원,서울특별시 노원구 화랑로 453,37.6186232,127.0775658,135,62
대치동에듀케이션학원,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,48,72
송암독서실,서울특별시 노원구 공릉로 187,37.626444,127.0788963,895,179
스마트해법영어공릉화랑영어교습소,서울특별시 노원구 화랑로51길 81,37.6246057,127.0876067,27,4
뉴혜지음악교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,15,3
네오아뜰리에미술교습소,서울특별시 노원구 화랑로51길 38,37.6249914,127.0890791,27,9
다다름학원,서울특별시 노원구 상계로23다길 18,37.6592486,127.0695216,110,73
수학만학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,40,217
스마트해법불암초점학원,서울특별시 노원구 중계로 166,37.649898,127.081201,42,73
잉글리쉬식스학원,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,80,75
락기타드럼베이스통기타전문음악교습소,서울특별시 노원구 한글비석로 15길 51,37.655891,127.073994,18,9
이엔제이영어학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,142,72
학림제2학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2000,431
크레버스영재교육센터중계제1지점학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,63,270
SEM수학학원,서울특별시 노원구 동일로237마길 30,37.6747817,127.0519464,16,72
진국어교습소,서울특별시 노원구 동일로218길 17,37.6539147,127.0619142,12,6
엠케이수학교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,20,7
잉글리쉬무무상계5학원,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,60,71
조재필독서실,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,440,116
탑스영어교습소,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,63,9
하늘높이일학원,서울특별시 노원구 중계로 197,37.6497527,127.0784681,71,74
해법수학영어학원,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,64,72
성희피아노교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,1,5
e해법수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,45,9
미술로크는아이들미술교습소,서울특별시 노원구 덕릉로94가길 20,37.663117,127.0785759,15,5
더카렌네일아트미용학원,서울특별시 노원구 상계로3길 29,37.6575591,127.0623479,107,61
엔(N)-플러스간호학원,서울특별시 노원구 노해로 511,37.6554626,127.0647318,240,114
눈높이러닝센터마들학원,서울특별시 노원구 동일로 1545,37.6663796,127.0569683,780,126
에듀플렉스에듀코치개별지도중계학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,550,221
박현영영어수학학원,서울특별시 노원구 한글비석로52길 38,37.6661009,127.0666369,168,71
점프기타교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,4,4
눈높이러닝센터신중계학원,서울특별시 노원구 한글비석로15길 15,37.6574722,127.0742984,780,110
CMI실용음악학원,서울특별시 노원구 노해로 521,37.655741,127.065897,9,63
고구마학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,38,75
생각의좌표학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,110,77
라돌체(La Dolce)음악교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,20,7
이백수학교습소,서울특별시 노원구 동일로 1456,37.6588173,127.0604508,16,4
정선생수학교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,15,6
피아노숲음악교습소,서울특별시 노원구 동일로175길 20,37.6196843,127.0736685,40,4
더(THE)바른수학학원,서울특별시 노원구 마들로 31,37.6178025,127.0685682,70,69
펠리체음악교습소,서울특별시 노원구 한글비석로50길 2,37.6645029,127.0667764,9,8
칼수학학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,243,193
씨앤에이논술보습학원,서울특별시 노원구 덕릉로 603,37.651819,127.0728249,360,113
스티브영어학원,서울특별시 노원구 초안산로5길 12,37.6325534,127.0516543,276,69
단국악학원,서울특별시 노원구 공릉로58길 63,37.635232,127.0721094,18,55
상상공간고래발자국미술교습소,서울특별시 노원구 노원로1길 77,37.6207776,127.0829427,27,9
미술로생각하기학원,서울특별시 노원구 동일로 1419,37.6553063,127.0598512,10,59
중계해법영어교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,18,6
스터디캡슐독서실,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,477,191
은혜피아노교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,30,5
키즈브라운어학원,서울특별시 노원구 공릉로46길 6,37.6268785,127.079495,72,149
지혜바둑교습소,서울특별시 노원구 덕릉로 591,37.6510441,127.0718403,9,9
중계음악교습소,서울특별시 노원구 덕릉로 589,37.6509693,127.0717399,18,9
올웨이즈학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,172,153
리틀모짜르트음악교습소,서울특별시 노원구 중계로16가길 10,37.6509372,127.0818059,74,5
상상나무수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,54,6
라임잉글리쉬(Lime English)영어교습소,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,15,3
눈높이러닝센터공릉학원,서울특별시 노원구 공릉로34길 10-2,37.6223308,127.0797916,1464,70
바퀴달린그림책미술학원,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,12,53
공릉해법수학교습소,서울특별시 노원구 동일로192길 77,37.6280811,127.0768426,12,4
은빛해법수학교습소,서울특별시 노원구 동일로245가길 41,37.6799626,127.0535049,16,8
이엘삼성영어노원1캠퍼스학원,서울특별시 노원구 상계로1길 24,37.6570888,127.0617207,90,71
마이다스학원,서울특별시 노원구 한글비석로 456,37.6647789,127.0680427,72,74
새샘음악교습소,서울특별시 노원구 섬밭로 190,37.6337017,127.0678655,20,9
아이끌레르미술학원,서울특별시 노원구 노원로34길 48-4,37.6610057,127.0659031,3,57
Hi멘토학원,서울특별시 노원구 동일로191가길 42,37.6268984,127.0711272,42,68
비와이(BY)학원,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,80,80
공연수학교습소,서울특별시 노원구 동일로192가길 9,37.6265327,127.0736959,15,9
영어잘하는아이들영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,4
성균관서당한자교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,7,3
연세실용음악학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,27,53
11월의기적학원,서울특별시 노원구 중계로 172-6,37.6500418,127.0813677,42,91
홍석화수학전문학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,86,137
텐브릿지어학원,서울특별시 노원구 중계로18길 13,37.6513077,127.0778154,68,162
튼튼영어마스터클럽월계3동학원,서울특별시 노원구 마들로 31,37.6178025,127.0685682,50,72
키즈위즈어학원,서울특별시 노원구 덕릉로86길 65,37.6610028,127.0784879,190,237
하이레벨수학전문학원,서울특별시 노원구 중계로 198,37.6519314,127.0795434,82,70
캠브리지영어학원,서울특별시 노원구 덕릉로60길 192,37.6323466,127.0439425,18,76
역전타에듀학원,서울특별시 노원구 동일로 1280,37.6427206,127.0665677,94,74
이화엘음악교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,6,3
김철수必수학학원,서울특별시 노원구 중계로 201,37.6504487,127.0777705,305,140
엠플랜(MPLAN)수학전문학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,42,67
눈높이러닝센터과기대학원,서울특별시 노원구 동일로192길 41,37.6267014,127.0750858,1305,79
선일학원,서울특별시 노원구 한글비석로52길 34,37.6659508,127.0666358,32,82
엘리스클럽학원,서울특별시 노원구 섬밭로 229,37.6354449,127.0642439,100,71
김만억학원,서울특별시 노원구 동일로 1547,37.666557,127.0569221,57,90
초록나무미술교습소,서울특별시 노원구 동일로 1368,37.6507502,127.0619389,133,7
국보영어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,30,5
도레미음악교습소,서울특별시 노원구 누원로 18,37.6860515,127.0535696,40,5
이주연영어학원,서울특별시 노원구 노원로 547,37.6607248,127.0569722,49,77
카이수학학원,서울특별시 노원구 한글비석로 325,37.6563943,127.0777101,24,70
아테나영어교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,9,4
에코독서실,서울특별시 노원구 한글비석로 444,37.6636731,127.0685418,106,106
원스톱직업학원,서울특별시 노원구 동일로 1371,37.6509451,127.0611209,224,99
발레앤코학원,서울특별시 노원구 상계로7길 39,37.6583767,127.0642514,84,80
능률쥬니어랩영어교습소,서울특별시 노원구 동일로 1541,37.6658552,127.0570269,18,6
이진수영어교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,8,4
조샘영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,15,7
I-PMP학원,서울특별시 노원구 공릉로 152-5,37.6236341,127.0798258,228,69
시각과공간미술학원,서울특별시 노원구 동일로 1027,37.6218258,127.0738848,120,66
그랜드음악학원,서울특별시 노원구 누원로 22,37.6870816,127.0530523,92,49
한솔영재학원,서울특별시 노원구 누원로 22,37.6870816,127.0530523,75,105
메카수학교습소,서울특별시 노원구 공릉로38길 7 (),37.6233298,127.0798859,207,9
EnglishHeaven영어교습소,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,8,4
수락창의미술교습소,서울특별시 노원구 누원로 22,37.6870816,127.0530523,24,8
손랩정보영재학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,66,49
슬로비매쓰수학학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,42,69
han`s상계실용음악학원,서울특별시 노원구 한글비석로24길 44,37.6624978,127.0727803,13,50
버팀스카이수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,2
정수학학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,40,71
키즈브라운음악학원,서울특별시 노원구 공릉로46길 6,37.6268785,127.079495,40,53
소마사고력수학학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,210,90
세이지(Sage)영어학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,100,71
제3조재필수학학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,125,157
짱솔학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,120,84
Y&C학원,서울특별시 노원구 노원로34길 88,37.6628649,127.0661333,48,73
플레이그라운드(PLAYGROUND)음악교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,6,7
주아트미술교습소,서울특별시 노원구 섬발로 285,37.6408062,127.0620278,27,9
달란트음악교습소,서울특별시 노원구 덕릉로71길 5,37.6501609,127.0700389,96,8
삼성학원,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,92,73
김유나참국어독해학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,225,182
삼성영어중계학원,서울특별시 노원구 한글비석로15길 19,37.6573004,127.0742447,190,88
종로엠학원,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,103,83
e해법수학월계성원점수학교습소,서울특별시 노원구 마들로3길 37,37.6294153,127.062514,24,4
허소정국어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,10,2
중앙오름수학교습소,서울특별시 노원구 동일로184길 6,37.6234776,127.0742091,28,7
예하음악교습소,서울특별시 노원구 한글비석로14길 36,37.6588547,127.077351,25,8
스마트영어교습소,서울특별시 노원구 덕릉로112길 44,37.6664154,127.0800224,10,5
시그마수학교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,36,3
우리들음악교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,20,5
아트앤하트중계본동은행사거리미술교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,3
연두미술교습소,서울특별시 노원구 중계로 8길 29,37.6462721,127.0844407,20,9
중계을지하연과학교습소,서울특별시 노원구 한글비석로5길 62,37.6463141,127.0753281,30,5
로제타스톤영어교습소,서울특별시 노원구 덕릉로 780,37.6669564,127.0796885,9,3
아잉카-서울노원학원,서울특별시 노원구 동일로191가길 51,37.6272567,127.0706407,80,73
음악을만들다음악교습소,서울특별시 노원구 중계로 230,37.652831,127.0759265,36,9
수학의달인중계본점수학교습소,서울특별시 노원구 중계로14길 28,37.6496828,127.0822503,29,7
제스트수학교습소,서울특별시 노원구 노원로 540,37.6614571,127.0593957,20,4
해법수학공릉점수학교습소,서울특별시 노원구 화랑로51길 78,37.6257733,127.0873569,18,6
1:1학원,서울특별시 노원구 노해로 501,37.6552273,127.0635578,40,107
(상계분원)오메가수학학원,서울특별시 노원구 한글비석로 460,37.66447,127.0669577,80,78
WiZ로봇학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,16,76
조의영어수학영역학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,60,75
뮤직피플실용음악학원,서울특별시 노원구 석계로1길 22,37.6155573,127.0634946,15,50
엔와이댄스학원,서울특별시 노원구 상계로7길 39,37.6583767,127.0642514,97,77
지니(GENIE)영어교습소,서울특별시 노원구 섬밭로 134,37.6284092,127.0692533,24,6
에듀탑수학교습소,서울특별시 노원구 동일로 1279,37.642026,127.0641086,15,5
와이키즈노원중계학원,서울특별시 노원구 덕릉로 603,37.651819,127.0728249,168,54
멘토과학전문학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,18,68
아담리즈수학중계센터학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,12,51
김지민영어영재관학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,100,74
박재일영어교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,4,2
국어의자신감국어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,3
루아미술교습소,서울특별시 노원구 동일로250길 18,37.6816043,127.0565915,6,2
드림아이수학교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,12,4
노원우쿨렐레사랑음악교습소,서울특별시 노원구 동일로 1384,37.6525437,127.0615355,25,5
이명환첼로교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,7,5
DavidEnglish영어교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,84,7
중계상위권영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,5
서준수학교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,12,4
해법영어상원영어교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,16,5
소피아음악학원,서울특별시 노원구 초안산로5길 12,37.6325534,127.0516543,168,45
GTM수학과학학원,서울특별시 노원구 동일로 1368,37.6507502,127.0619389,152,91
아트피쉬미술학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,20,50
퍼스트명문학원,서울특별시 노원구 공릉로 107,37.6199779,127.0777701,180,71
청구음악학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,55,90
신나는피아노음악교습소,서울특별시 노원구 동일로 1356,37.6500651,127.0622174,35,6
TnC수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,16,4
상계베스트학원,서울특별시 노원구 노원로28길 9,37.6537412,127.0689054,117,69
눈높이러닝센터하계학원,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,780,81
스카이(SKY)한솔+영어교습소,서울특별시 노원구 동일로245가길 41,37.6799626,127.0535049,12,4
한우리독서논술월계국어교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,6,3
은수희RAD발레학원,서울특별시 노원구 노원로 547,37.6607248,127.0569722,80,45
자유자재학원,서울특별시 노원구 한글비석로 263,37.6512178,127.0764633,700,82
눈높이러닝센터수암학원,서울특별시 노원구 중계로12길 6,37.6476389,127.0811347,780,119
노원-한국아파트경리전문학원,서울특별시 노원구 상계로3길 9,37.6566689,127.0621902,72,74
클라비어음악교습소,서울특별시 노원구 중계로14나길 25,37.6489526,127.0833132,25,5
애플트리영어교습소,서울특별시 노원구 동일로230길 32,37.6714269,127.0581089,25,5
러셀중계학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,7660,298
올바른학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,104,75
이상프라임에듀학원,서울특별시 노원구 한글비석로48길 28,37.6654192,127.0674172,240,80
아이러브음악교습소,서울특별시 노원구 노원로 421,37.654261,127.066997,15,8
모네논술국어교습소,서울특별시 노원구 동일로213길 78,37.6481378,127.0575649,30,5
수학에미친사람들중계3관학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,375,81
지혜의숲국어논술교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,6,6
주선생수학캠프수학교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,15,3
안일훈영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3
지유국어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,8,4
미라정영어학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,16,82
승리어학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,472,274
이다(IDA)영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,16,5
로시(ROSSI)미술학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,42,72
교원더퍼스트캠퍼스하계직영학원,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,79,68
셀파독서논술교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,14,5
학림3관학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2000,324
