노드링크 유형,시군구명,읍면동명,위도,경도
NODE,노원구,중계동,37.643395173,127.06467924
NODE,노원구,상계동,37.654446124,127.0619822
LINK,노원구,상계동,37.660778563,127.07153576
NODE,노원구,상계동,37.664393595,127.0660289
LINK,노원구,하계동,37.633599572,127.06443856
NODE,노원구,상계동,37.655033924,127.06467724
NODE,노원구,중계동,37.646084019,127.06649195
LINK,노원구,상계동,37.654452209,127.06055428
LINK,노원구,월계동,37.627730809,127.06304817
LINK,노원구,중계동,37.64040196,127.06333298
NODE,노원구,중계동,37.650500242,127.08097552
NODE,노원구,상계동,37.65534002,127.06457984
NODE,노원구,중계동,37.650266876,127.08120404
NODE,노원구,상계동,37.654738515,127.06188477
NODE,노원구,공릉동,37.62349216,127.07351479
LINK,노원구,공릉동,37.616901504,127.072887
NODE,노원구,공릉동,37.622237796,127.07393363
LINK,노원구,중계동,37.656519378,127.07809193
NODE,노원구,공릉동,37.622919085,127.07133044
NODE,노원구,공릉동,37.622861994,127.07112898
NODE,노원구,공릉동,37.621689979,127.07162273
LINK,노원구,상계동,37.654221445,127.06745581
NODE,노원구,공릉동,37.621731052,127.07182129
NODE,노원구,공릉동,37.620840085,127.07302307
NODE,노원구,월계동,37.614937432,127.06477003
LINK,노원구,상계동,37.674093079,127.05535725
NODE,노원구,중계동,37.657636239,127.07489711
NODE,노원구,중계동,37.645254643,127.06664072
NODE,노원구,하계동,37.635531737,127.06820941
LINK,노원구,중계동,37.657708826,127.07528136
NODE,노원구,상계동,37.666515129,127.07834982
LINK,노원구,중계동,37.652095383,127.0775132
NODE,노원구,중계동,37.646267164,127.0660034
NODE,노원구,하계동,37.63804702,127.06490717
LINK,노원구,상계동,37.66489117,127.07703106
NODE,노원구,공릉동,37.62751954,127.07229587
NODE,노원구,공릉동,37.625994935,127.0730425
LINK,노원구,중계동,37.647541992,127.07660556
LINK,노원구,상계동,37.655983259,127.06185133
NODE,노원구,공릉동,37.625878452,127.07266834
NODE,노원구,상계동,37.667913055,127.06645378
LINK,노원구,상계동,37.669539392,127.08055656
LINK,노원구,중계동,37.657604422,127.0750537
LINK,노원구,상계동,37.664602565,127.05814547
LINK,노원구,월계동,37.623121967,127.06018301
NODE,노원구,중계동,37.646017861,127.06625616
NODE,노원구,하계동,37.634975805,127.07177361
NODE,노원구,하계동,37.634334991,127.07182767
NODE,노원구,하계동,37.634348642,127.07196005
LINK,노원구,상계동,37.664404717,127.05792796
NODE,노원구,상계동,37.661984032,127.07430408
NODE,노원구,상계동,37.66581463,127.0778201
LINK,노원구,월계동,37.627667571,127.05001004
NODE,노원구,공릉동,37.625910305,127.09148462
NODE,노원구,중계동,37.646038518,127.06610669
LINK,노원구,상계동,37.654261983,127.06038742
NODE,노원구,상계동,37.661781095,127.07403759
NODE,노원구,상계동,37.661595033,127.07423172
NODE,노원구,하계동,37.635344691,127.07105167
NODE,노원구,상계동,37.661689556,127.0740375
LINK,노원구,중계동,37.641945439,127.0682227
NODE,노원구,중계동,37.651545448,127.07317746
NODE,노원구,중계동,37.651473431,127.07272862
NODE,노원구,하계동,37.631552365,127.07150846
NODE,노원구,중계동,37.645208595,127.06386095
NODE,노원구,중계동,37.644712462,127.06174508
NODE,노원구,중계동,37.644800406,127.06191271
NODE,노원구,중계동,37.645047923,127.0617663
NODE,노원구,하계동,37.631557086,127.07126963
LINK,노원구,상계동,37.654445731,127.06029916
NODE,노원구,중계동,37.64530863,127.06366356
NODE,노원구,상계동,37.649122171,127.06189192
NODE,노원구,하계동,37.631706393,127.07034608
LINK,노원구,하계동,37.638846573,127.07508978
NODE,노원구,하계동,37.635986953,127.06854796
NODE,노원구,상계동,37.67098318,127.05858668
NODE,노원구,공릉동,37.627807586,127.06898356
NODE,노원구,하계동,37.637200965,127.07055271
NODE,노원구,하계동,37.637409284,127.07044355
NODE,노원구,상계동,37.684282493,127.06582489
NODE,노원구,하계동,37.637464267,127.07034576
NODE,노원구,하계동,37.636940203,127.07033951
LINK,노원구,중계동,37.650673478,127.07648954
NODE,노원구,하계동,37.637114026,127.07051233
NODE,노원구,상계동,37.660993329,127.07117254
NODE,노원구,상계동,37.661087658,127.07129137
NODE,노원구,상계동,37.66789149,127.07914698
NODE,노원구,상계동,37.667202844,127.07886412
NODE,노원구,상계동,37.666595343,127.07817357
NODE,노원구,상계동,37.667280764,127.07869722
LINK,노원구,중계동,37.65339526,127.07818844
NODE,노원구,중계동,37.641343743,127.06601635
LINK,노원구,상계동,37.665057696,127.06096275
NODE,노원구,상계동,37.667805501,127.06644505
NODE,노원구,공릉동,37.629912948,127.07650793
NODE,노원구,하계동,37.637912247,127.06445236
LINK,노원구,중계동,37.660567276,127.07555228
NODE,노원구,중계동,37.638083927,127.06437481
LINK,노원구,중계동,37.65058419,127.08098587
LINK,노원구,중계동,37.64772905,127.08061188
LINK,노원구,월계동,37.619534328,127.06340735
LINK,노원구,공릉동,37.627520297,127.08045186
NODE,노원구,하계동,37.637891586,127.06457033
LINK,노원구,상계동,37.682362613,127.05526976
LINK,노원구,상계동,37.661178463,127.05902651
LINK,노원구,상계동,37.664945462,127.06115266
NODE,노원구,하계동,37.637852166,127.07224257
NODE,노원구,하계동,37.638062717,127.07222839
NODE,노원구,하계동,37.638083076,127.07261403
LINK,노원구,상계동,37.664852786,127.06330594
NODE,노원구,중계동,37.65646192,127.07793673
LINK,노원구,하계동,37.643248346,127.07172398
NODE,노원구,상계동,37.665484183,127.07569301
LINK,노원구,공릉동,37.62774886,127.0961281
NODE,노원구,월계동,37.628289726,127.04688636
LINK,노원구,공릉동,37.622444535,127.08670857
LINK,노원구,공릉동,37.617732611,127.07591729
LINK,노원구,공릉동,37.627842858,127.06932456
NODE,노원구,하계동,37.638178461,127.07379402
NODE,노원구,상계동,37.664105421,127.07560884
NODE,노원구,상계동,37.664931274,127.07694473
NODE,노원구,월계동,37.628316719,127.04683491
NODE,노원구,상계동,37.663990442,127.07646876
NODE,노원구,상계동,37.664067795,127.07628892
LINK,노원구,공릉동,37.623829488,127.09073399
NODE,노원구,상계동,37.664056467,127.07611258
NODE,노원구,상계동,37.670285082,127.08107847
LINK,노원구,상계동,37.662942806,127.07355656
NODE,노원구,하계동,37.636190698,127.06843016
NODE,노원구,하계동,37.635946139,127.0678918
NODE,노원구,상계동,37.670230042,127.08124827
NODE,노원구,중계동,37.640698029,127.06890512
NODE,노원구,상계동,37.670607031,127.05435996
NODE,노원구,공릉동,37.638359595,127.08239671
NODE,노원구,하계동,37.636367017,127.06824902
NODE,노원구,공릉동,37.638439801,127.08224139
LINK,노원구,월계동,37.61844449,127.05741873
NODE,노원구,중계동,37.641698644,127.06845225
LINK,노원구,월계동,37.625867856,127.05220134
LINK,노원구,중계동,37.653647237,127.07395989
LINK,노원구,하계동,37.637412833,127.07024894
LINK,노원구,공릉동,37.630242652,127.07626224
LINK,노원구,상계동,37.66911833,127.06032412
LINK,노원구,상계동,37.661080739,127.06178596
NODE,노원구,하계동,37.63632901,127.07061231
NODE,노원구,하계동,37.63496885,127.07192036
LINK,노원구,공릉동,37.626421113,127.09522722
LINK,노원구,중계동,37.639688411,127.06083655
NODE,노원구,공릉동,37.625253573,127.08839073
LINK,노원구,중계동,37.644924164,127.06183951
NODE,노원구,하계동,37.636972296,127.07024961
NODE,노원구,하계동,37.63525504,127.07171057
NODE,노원구,하계동,37.635083415,127.07169026
NODE,노원구,하계동,37.637263006,127.07013189
NODE,노원구,상계동,37.664549197,127.06605782
LINK,노원구,하계동,37.645160605,127.07082369
NODE,노원구,상계동,37.66450322,127.06642627
NODE,노원구,상계동,37.664352199,127.06639159
NODE,노원구,공릉동,37.624797589,127.08915123
NODE,노원구,상계동,37.670771555,127.05639934
NODE,노원구,공릉동,37.62487383,127.07073239
NODE,노원구,공릉동,37.624823609,127.0705223
NODE,노원구,공릉동,37.625410322,127.0728808
NODE,노원구,하계동,37.631457563,127.07122637
NODE,노원구,공릉동,37.631452784,127.07156016
LINK,노원구,하계동,37.635372082,127.07116824
NODE,노원구,하계동,37.631252624,127.07328648
NODE,노원구,상계동,37.662676204,127.06917163
NODE,노원구,상계동,37.662767669,127.06929766
NODE,노원구,공릉동,37.631188617,127.07317132
LINK,노원구,상계동,37.653817489,127.05750711
NODE,노원구,하계동,37.637361399,127.07015213
NODE,노원구,중계동,37.649090294,127.06985541
LINK,노원구,월계동,37.629185683,127.05483442
LINK,노원구,공릉동,37.624313313,127.08642014
NODE,노원구,공릉동,37.624820528,127.08907933
NODE,노원구,하계동,37.639245084,127.06955287
NODE,노원구,공릉동,37.624751988,127.08892675
NODE,노원구,공릉동,37.628061952,127.08475128
NODE,노원구,상계동,37.664214374,127.06730116
NODE,노원구,하계동,37.639181259,127.06934027
NODE,노원구,중계동,37.644688787,127.06152065
NODE,노원구,월계동,37.6271493,127.05399561
LINK,노원구,상계동,37.653673627,127.0578011
NODE,노원구,공릉동,37.630849447,127.07392777
LINK,노원구,공릉동,37.618500891,127.07866995
NODE,노원구,하계동,37.630957002,127.07393651
NODE,노원구,공릉동,37.628894155,127.07169295
NODE,노원구,상계동,37.655893869,127.06669922
NODE,노원구,공릉동,37.628970067,127.0710456
NODE,노원구,중계동,37.641972786,127.06832612
NODE,노원구,공릉동,37.628796092,127.071126
NODE,노원구,중계동,37.638849323,127.06671492
LINK,노원구,공릉동,37.618836274,127.0784948
NODE,노원구,상계동,37.655541852,127.06684068
NODE,노원구,상계동,37.680527106,127.05557361
NODE,노원구,상계동,37.64493697,127.06007863
NODE,노원구,공릉동,37.631372357,127.08302349
NODE,노원구,상계동,37.68079714,127.05558821
LINK,노원구,상계동,37.670876721,127.05261257
LINK,노원구,중계동,37.647894665,127.07004691
LINK,노원구,중계동,37.647717609,127.06792222
NODE,노원구,상계동,37.645208171,127.06014169
NODE,노원구,상계동,37.664095417,127.06722333
NODE,노원구,월계동,37.619555277,127.05799787
NODE,노원구,월계동,37.619973933,127.05828591
LINK,노원구,공릉동,37.616781457,127.07305351
LINK,노원구,상계동,37.651284493,127.06141449
NODE,노원구,공릉동,37.629384964,127.0843931
LINK,노원구,공릉동,37.628978854,127.07165274
LINK,노원구,중계동,37.645454526,127.07068034
NODE,노원구,공릉동,37.630932273,127.06746569
LINK,노원구,상계동,37.656849055,127.06571013
NODE,노원구,공릉동,37.631415634,127.08331416
NODE,노원구,월계동,37.624213793,127.04992793
LINK,노원구,상계동,37.645292256,127.05852748
NODE,노원구,월계동,37.627609638,127.04788727
LINK,노원구,상계동,37.671021521,127.05119186
LINK,노원구,공릉동,37.623153602,127.09025412
NODE,노원구,월계동,37.619907499,127.05842108
NODE,노원구,중계동,37.650292678,127.08098702
LINK,노원구,월계동,37.63455051,127.05980472
NODE,노원구,중계동,37.649695579,127.08110956
LINK,노원구,중계동,37.651606156,127.07305873
NODE,노원구,공릉동,37.629291333,127.08411676
NODE,노원구,상계동,37.669076294,127.08008535
NODE,노원구,월계동,37.627820942,127.04991231
NODE,노원구,공릉동,37.623387978,127.07938428
NODE,노원구,중계동,37.649723717,127.08088668
LINK,노원구,상계동,37.661571325,127.05404488
NODE,노원구,중계동,37.639866681,127.06059257
NODE,노원구,중계동,37.639766089,127.06078778
NODE,노원구,공릉동,37.618593497,127.078788
NODE,노원구,상계동,37.669005245,127.08024073
LINK,노원구,중계동,37.640618865,127.06345667
LINK,노원구,공릉동,37.621710516,127.07172201
NODE,노원구,상계동,37.670328557,127.08108715
NODE,노원구,공릉동,37.628158069,127.08475139
LINK,노원구,공릉동,37.623277244,127.08556297
NODE,노원구,상계동,37.653022543,127.06764984
NODE,노원구,중계동,37.646502396,127.08102021
NODE,노원구,중계동,37.645925791,127.08183603
NODE,노원구,중계동,37.646092586,127.08194258
NODE,노원구,공릉동,37.627994268,127.07790438
NODE,노원구,하계동,37.635627642,127.06857496
LINK,노원구,월계동,37.616892139,127.06418483
NODE,노원구,월계동,37.619493411,127.05815319
NODE,노원구,공릉동,37.624284811,127.08627769
NODE,노원구,공릉동,37.627887951,127.08485466
LINK,노원구,월계동,37.630109495,127.0539661
LINK,노원구,상계동,37.671034845,127.05823692
LINK,노원구,하계동,37.637957441,127.07223548
LINK,노원구,월계동,37.621400679,127.06937972
NODE,노원구,공릉동,37.626153422,127.07970516
NODE,노원구,공릉동,37.623362715,127.0795166
LINK,노원구,월계동,37.628319108,127.05563658
LINK,노원구,공릉동,37.625190305,127.0903429
NODE,노원구,월계동,37.627734036,127.04977701
LINK,노원구,공릉동,37.638399698,127.08231905
NODE,노원구,공릉동,37.61792494,127.07576932
NODE,노원구,월계동,37.627727032,127.05010503
NODE,노원구,공릉동,37.626091714,127.07958425
NODE,노원구,공릉동,37.624862717,127.07968652
NODE,노원구,월계동,37.623121931,127.0602535
NODE,노원구,상계동,37.653077113,127.06796263
NODE,노원구,공릉동,37.622458833,127.07940055
LINK,노원구,상계동,37.654150059,127.06063721
NODE,노원구,월계동,37.628244787,127.05551855
NODE,노원구,공릉동,37.624839734,127.07983036
NODE,노원구,공릉동,37.627705224,127.08274534
NODE,노원구,상계동,37.654980034,127.06297084
NODE,노원구,상계동,37.654696769,127.0630855
NODE,노원구,상계동,37.645342936,127.05706584
NODE,노원구,상계동,37.651604949,127.06114573
NODE,노원구,월계동,37.619514918,127.06332822
LINK,노원구,공릉동,37.620528221,127.08470532
NODE,노원구,월계동,37.620625035,127.0629724
NODE,노원구,월계동,37.620567899,127.06282849
NODE,노원구,월계동,37.62571696,127.06713152
LINK,노원구,하계동,37.64457892,127.07647978
NODE,노원구,공릉동,37.625117784,127.08633619
NODE,노원구,월계동,37.622961868,127.05999442
LINK,노원구,중계동,37.646313796,127.06641023
LINK,노원구,공릉동,37.624848719,127.07062735
LINK,노원구,중계동,37.644700624,127.06163287
LINK,노원구,하계동,37.640942254,127.0763168
NODE,노원구,공릉동,37.625072228,127.08604266
NODE,노원구,월계동,37.623122003,127.06011252
NODE,노원구,공릉동,37.618815723,127.07842573
NODE,노원구,공릉동,37.618742547,127.07834222
LINK,노원구,공릉동,37.626632074,127.08572795
NODE,노원구,공릉동,37.618856825,127.07856387
NODE,노원구,월계동,37.623076101,127.06037143
NODE,노원구,상계동,37.664729632,127.05803185
LINK,노원구,상계동,37.650953517,127.06842678
NODE,노원구,공릉동,37.618854463,127.07867319
NODE,노원구,공릉동,37.625751839,127.08614702
NODE,노원구,공릉동,37.630215232,127.07619747
NODE,노원구,월계동,37.625559175,127.06691558
NODE,노원구,하계동,37.633509139,127.06450611
LINK,노원구,공릉동,37.627622214,127.07816295
LINK,노원구,하계동,37.637117651,127.07019075
NODE,노원구,월계동,37.622959378,127.0603886
NODE,노원구,월계동,37.622886278,127.06012959
LINK,노원구,중계동,37.659301712,127.07323665
NODE,노원구,상계동,37.660973809,127.06204714
NODE,노원구,상계동,37.661039884,127.06151105
NODE,노원구,월계동,37.62760811,127.04991505
NODE,노원구,상계동,37.661091367,127.06167076
NODE,노원구,상계동,37.661070111,127.06190115
LINK,노원구,상계동,37.664759977,127.05913878
LINK,노원구,상계동,37.664080944,127.07586071
NODE,노원구,하계동,37.633690005,127.06437102
NODE,노원구,공릉동,37.625699411,127.08586211
LINK,노원구,중계동,37.641659878,127.06834882
NODE,노원구,공릉동,37.630977881,127.06774772
LINK,노원구,상계동,37.672356477,127.08302562
LINK,노원구,중계동,37.650830724,127.07675074
NODE,노원구,월계동,37.631508882,127.06132305
NODE,노원구,중계동,37.650668138,127.08099623
LINK,노원구,월계동,37.628563999,127.0570599
NODE,노원구,중계동,37.650685215,127.0798934
NODE,노원구,중계동,37.650521959,127.07990789
LINK,노원구,상계동,37.647109953,127.06310631
NODE,노원구,중계동,37.638168566,127.06444107
NODE,노원구,중계동,37.639505773,127.06068992
NODE,노원구,중계동,37.639610732,127.06088531
LINK,노원구,공릉동,37.620823533,127.07295832
LINK,노원구,상계동,37.664657545,127.06463291
NODE,노원구,상계동,37.664585679,127.05757977
LINK,노원구,공릉동,37.623375347,127.07945044
NODE,노원구,중계동,37.638234814,127.06465696
LINK,노원구,공릉동,37.626677503,127.07921651
NODE,노원구,공릉동,37.618520287,127.07875484
LINK,노원구,하계동,37.638052622,127.07732349
LINK,노원구,중계동,37.649076853,127.06938966
LINK,노원구,상계동,37.660985363,127.05904434
NODE,노원구,상계동,37.654488352,127.06076233
NODE,노원구,월계동,37.627637199,127.04764271
NODE,노원구,월계동,37.627719545,127.04774347
NODE,노원구,월계동,37.627719523,127.04779814
NODE,노원구,월계동,37.627504403,127.047798
NODE,노원구,월계동,37.627561576,127.04789587
NODE,노원구,상계동,37.661244098,127.05643035
LINK,노원구,상계동,37.670759838,127.05623045
LINK,노원구,월계동,37.627678372,127.04769309
LINK,노원구,상계동,37.661438929,127.05872625
NODE,노원구,공릉동,37.618481495,127.07858505
NODE,노원구,공릉동,37.618493014,127.07846998
NODE,노원구,상계동,37.655617559,127.06719372
LINK,노원구,월계동,37.62586,127.05185318
NODE,노원구,공릉동,37.617869967,127.0758455
NODE,노원구,공릉동,37.617595254,127.07598907
NODE,노원구,공릉동,37.617401054,127.0754854
NODE,노원구,공릉동,37.617426283,127.07539912
LINK,노원구,상계동,37.65571786,127.06676995
LINK,노원구,상계동,37.657177554,127.0667525
NODE,노원구,공릉동,37.61767811,127.07525552
NODE,노원구,공릉동,37.631124339,127.06775937
LINK,노원구,공릉동,37.629338148,127.08425493
LINK,노원구,상계동,37.684049141,127.06569223
NODE,노원구,상계동,37.667126702,127.05701465
LINK,노원구,상계동,37.664029119,127.07637884
NODE,노원구,상계동,37.664968283,127.06127647
NODE,노원구,상계동,37.664922641,127.06102886
NODE,노원구,상계동,37.667571014,127.05727354
LINK,노원구,상계동,37.670441764,127.0811938
LINK,노원구,하계동,37.638072024,127.07382845
NODE,노원구,상계동,37.670983747,127.05743506
NODE,노원구,상계동,37.670805201,127.05752417
LINK,노원구,상계동,37.660912599,127.06148755
NODE,노원구,상계동,37.660785314,127.06146406
LINK,노원구,상계동,37.682357875,127.05561241
LINK,노원구,상계동,37.653049828,127.06780623
LINK,노원구,공릉동,37.61861778,127.0784061
NODE,노원구,상계동,37.664532755,127.058167
LINK,노원구,상계동,37.664603567,127.06499415
LINK,노원구,상계동,37.667842949,127.06699639
LINK,노원구,중계동,37.657277991,127.07667131
LINK,노원구,중계동,37.654702121,127.07817031
NODE,노원구,중계동,37.643205599,127.07159379
NODE,노원구,공릉동,37.627407007,127.06913857
LINK,노원구,상계동,37.661882564,127.07417084
LINK,노원구,상계동,37.658313404,127.0695888
NODE,노원구,중계동,37.641621111,127.06824538
LINK,노원구,월계동,37.623827143,127.0682728
LINK,노원구,중계동,37.641289033,127.06582962
NODE,노원구,상계동,37.654416066,127.06034623
LINK,노원구,중계동,37.65799204,127.07510581
